experiment,seed,requester_rrid,address,length,operation,M4_config,REF_config,enable,configured,M4_result,REF_result,same,difference_classification,explanation
DIFF-0720,720,2,0x2000003c,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0721,721,2,0x20000bf8,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0722,722,1,0x20000374,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0723,723,1,0x200008dc,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0724,724,2,0x200004cc,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0725,725,1,0x20000cec,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0726,726,2,0x20000fe8,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0727,727,1,0x20000c6c,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0728,728,1,0x20000610,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0729,729,2,0x20000f38,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0730,730,2,0x20000570,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0731,731,2,0x2000031c,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0732,732,2,0x200005d8,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0733,733,2,0x2000071c,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0734,734,1,0x20000a98,4,read,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0735,735,1,0x200001b4,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0736,736,1,0x20000244,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0737,737,1,0x2000098c,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0738,738,1,0x20000af4,4,read,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0739,739,2,0x20000a1c,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0740,740,1,0x20000aa4,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0741,741,1,0x20000024,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0742,742,2,0x20000510,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0743,743,1,0x20000dbc,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0744,744,1,0x20000660,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0745,745,2,0x20000618,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0746,746,2,0x20000b04,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0747,747,1,0x20000214,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0748,748,1,0x20000acc,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0749,749,1,0x20000fac,4,read,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0750,750,2,0x20000ce8,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0751,751,2,0x200000b0,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0752,752,1,0x20000130,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0753,753,2,0x20000188,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0754,754,2,0x200003b4,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0755,755,1,0x200004e4,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0756,756,1,0x20000338,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0757,757,1,0x20000460,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0758,758,1,0x20000908,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0759,759,1,0x20000868,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0760,760,2,0x20000d1c,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0761,761,1,0x20000f60,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0762,762,2,0x20000fcc,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0763,763,1,0x2000033c,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0764,764,2,0x20000978,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0765,765,2,0x2000094c,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0766,766,1,0x20000174,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0767,767,2,0x20000e00,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0768,768,1,0x20000bec,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0769,769,1,0x20000e98,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0770,770,2,0x20000554,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0771,771,1,0x20000518,4,read,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0772,772,1,0x20000e04,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0773,773,1,0x2000042c,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0774,774,2,0x20000204,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0775,775,2,0x20000728,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0776,776,2,0x2000030c,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0777,777,1,0x20000c50,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0778,778,2,0x2000005c,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0779,779,1,0x20000fdc,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0780,780,1,0x200007b4,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0781,781,1,0x20000c1c,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0782,782,1,0x20000e54,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0783,783,1,0x20000090,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0784,784,1,0x200002e8,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0785,785,2,0x2000069c,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0786,786,1,0x200001bc,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0787,787,2,0x20000f20,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0788,788,1,0x2000031c,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0789,789,1,0x20000954,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0790,790,1,0x20000540,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0791,791,2,0x20000820,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0792,792,1,0x20000c90,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0793,793,1,0x20000d40,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0794,794,2,0x20000e68,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0795,795,1,0x20000020,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0796,796,1,0x20000f74,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0797,797,2,0x2000058c,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0798,798,1,0x20000a4c,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0799,799,1,0x200007f0,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0800,800,2,0x20000444,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0801,801,2,0x20000a08,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0802,802,2,0x2000066c,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0803,803,2,0x2000043c,4,read,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0804,804,2,0x20000a50,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0805,805,2,0x20000d58,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0806,806,2,0x20000d84,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0807,807,1,0x200004a4,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0808,808,1,0x20000928,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0809,809,1,0x20000970,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0810,810,1,0x2000072c,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0811,811,1,0x20000934,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0812,812,1,0x20000d54,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0813,813,2,0x200001b8,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0814,814,2,0x20000e2c,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0815,815,2,0x20000bc4,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0816,816,1,0x20000630,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0817,817,2,0x2000058c,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0818,818,1,0x200008ec,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0819,819,1,0x20000828,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0820,820,2,0x20000a50,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0821,821,2,0x200009a0,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0822,822,1,0x20000a28,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0823,823,2,0x20000518,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0824,824,1,0x200006d0,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0825,825,1,0x20000f30,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0826,826,2,0x20000048,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0827,827,1,0x200007cc,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0828,828,2,0x200003a0,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0829,829,1,0x20000bfc,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0830,830,1,0x2000097c,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0831,831,1,0x20000310,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0832,832,1,0x20000218,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0833,833,1,0x20000350,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0834,834,2,0x20000dec,4,read,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0835,835,2,0x200004e8,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0836,836,1,0x200005b0,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0837,837,1,0x20000748,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0838,838,1,0x20000cf0,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0839,839,2,0x20000204,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0840,840,1,0x20000250,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0841,841,1,0x200002c4,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0842,842,1,0x200000fc,4,read,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0843,843,1,0x20000970,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0844,844,1,0x20000bf0,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0845,845,1,0x20000484,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0846,846,1,0x200002b8,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0847,847,2,0x20000d34,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0848,848,2,0x200005e0,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0849,849,1,0x200001bc,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0850,850,2,0x20000ec0,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0851,851,1,0x20000804,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0852,852,1,0x20000418,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0853,853,1,0x20000238,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0854,854,1,0x200009c8,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0855,855,1,0x20000a1c,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0856,856,1,0x20000714,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0857,857,2,0x20000b80,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0858,858,2,0x20000b78,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0859,859,1,0x2000029c,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0860,860,2,0x20000648,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0861,861,1,0x20000098,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0862,862,2,0x20000cf4,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0863,863,1,0x20000854,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0864,864,2,0x200004c0,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0865,865,2,0x2000094c,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0866,866,1,0x20000054,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0867,867,2,0x2000054c,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0868,868,1,0x200004ac,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0869,869,1,0x20000700,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0870,870,1,0x2000077c,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0871,871,2,0x20000f04,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0872,872,2,0x20000a5c,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0873,873,2,0x2000086c,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0874,874,1,0x20000c1c,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0875,875,2,0x20000c08,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0876,876,1,0x20000b08,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0877,877,2,0x20000470,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0878,878,1,0x200004cc,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0879,879,2,0x2000075c,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0880,880,1,0x20000f54,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0881,881,2,0x20000160,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0882,882,1,0x200004b0,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0883,883,1,0x20000098,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0884,884,2,0x200002bc,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0885,885,1,0x20000704,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0886,886,2,0x200005d0,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0887,887,1,0x20000af4,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0888,888,1,0x20000c18,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0889,889,1,0x20000d6c,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0890,890,2,0x2000013c,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0891,891,1,0x200002f8,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0892,892,2,0x20000dcc,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0893,893,1,0x20000db8,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0894,894,2,0x20000320,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0895,895,2,0x200002ac,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0896,896,1,0x20000038,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0897,897,1,0x20000690,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0898,898,1,0x200004f0,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0899,899,1,0x20000bb0,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0900,900,2,0x20000684,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
